Date,Gold_Open,Gold_High,Gold_Low,Gold_Close,Gold_Volume,Silver_Close,Silver_Volume,SP500_Close,SP500_Volume,EUR_USD,Oil_Close,Gold_SMA_20,Gold_SMA_50,Gold_EMA_20,Gold_RSI_14,Gold_MACD,Gold_MACD_Signal,Gold_Returns,Gold_Volatility,Gold_Lag_1,Gold_Lag_2,Gold_Lag_3,Gold_Lag_5,Gold_Lag_7,Silver_SMA_20,Silver_Returns,Silver_Lag_1,Silver_Lag_2,Silver_Lag_3,Gold_Silver_Ratio,Gold_Silver_Ratio_SMA,Gold_SP500_Ratio,Gold_Silver_Corr,SP500_Returns,SP500_Volatility,SP500_SMA_50,SP500_Trend,SP500_Lag_1,SP500_Lag_2,SP500_Lag_3,EUR_USD_Change,EUR_USD_SMA_20,USD_Strength,EUR_USD_Lag_1,EUR_USD_Lag_2,EUR_USD_Lag_3,Oil_Returns,Oil_SMA_20,Oil_Volatility,Oil_Lag_1,Oil_Lag_2,Oil_Lag_3,Risk_On_Indicator,High_Volatility,Year,Month,Quarter,DayOfWeek,Month_Sin,Month_Cos
2010-04-07,111.85,112.93,111.77,112.49,19127617.0,18.12,208058.0,118.36,184432309.0,1.3364,41.52,109.09299999999999,108.54956,109.55185561742586,58.313998453209564,0.5726821520103726,0.15571633310646862,1.3149599207421314,1.0209603432746115,111.03,110.89,110.26,108.95,108.75,17.312,1.0033444816053505,17.94,18.08,17.84,6.208057395143487,6.303702242176788,0.9504055424129774,0.8471793573045026,-0.5712365591397872,0.49487762708782596,112.90720000000002,1,119.04,118.76,117.8,-0.10464942442817149,1.35274,0.10464942442817149,1.3378,1.3486,1.3487,-1.1899095668729154,40.0875,1.453464023601236,42.02,42.07,41.24,-1,0,2010,4,2,2,0.8660254037844387,-0.4999999999999998
2010-04-08,112.47,112.98,112.13,112.65,12444414.0,18.0233,79900.0,118.77,158495871.0,1.336,41.44,109.29549999999999,108.67296,109.84691698719482,69.80961015412512,0.7438837515121861,0.27334981678761217,0.14223486532136675,1.0208950313606262,112.49,111.03,110.89,110.26,107.97,17.356665,-0.5336644591611539,18.12,17.94,18.08,6.250242741340377,6.299226638438204,0.9484718363223037,0.8380371647363022,0.3464008110848127,0.4930810425572622,113.1112,1,118.36,119.04,118.76,-0.02993115833582749,1.3511700000000002,0.02993115833582749,1.3364,1.3378,1.3486,-0.19267822736032114,40.157,1.4555901756662741,41.52,42.02,42.07,0,0,2010,4,2,3,0.8660254037844387,-0.4999999999999998
2010-04-09,113.09,114.07,112.74,113.64,16427638.0,18.32,94081.0,119.55,132701705.0,1.3468,41.17,109.58000000000001,108.82656000000001,110.20816298841436,75.63098346388165,0.9485131100790056,0.4083824754458909,0.8788282290279614,1.0144021378265828,112.65,112.49,111.03,110.26,108.95,17.420165,1.6462024157618327,18.0233,18.12,17.94,6.203056768558952,6.292810561910139,0.950564617314931,0.83638275967131,0.6567314978529915,0.5049391788992877,113.3544,1,118.77,118.36,119.04,0.8083832335329388,1.349745,-0.8083832335329388,1.336,1.3364,1.3378,-0.6515444015443905,40.239999999999995,1.425085636414553,41.44,41.52,42.02,0,0,2010,4,2,4,0.8660254037844387,-0.4999999999999998
2010-04-12,113.64,114.13,112.98,113.01,11118097.0,18.12,102729.0,119.74,110200946.0,1.3587,40.93,109.8125,108.91976000000001,110.47500460856537,70.30303030303035,1.0477695806361567,0.536259896483944,-0.5543822597676829,1.0300818875931392,113.64,112.65,112.49,110.89,110.26,17.475165,-1.091703056768556,18.32,18.0233,18.12,6.236754966887418,6.286316935401397,0.9437948889260064,0.8396177152452823,0.15892931827687917,0.5037421028458621,113.568,1,119.55,118.77,118.36,0.8835758835758822,1.34942,-0.8835758835758822,1.3468,1.336,1.3364,-0.5829487490891516,40.345000000000006,1.365143279712428,41.17,41.44,41.52,1,0,2010,4,2,0,0.8660254037844387,-0.4999999999999998
2010-04-13,113.12,113.16,112.06,112.69,10983964.0,18.16,139461.0,119.83,121901060.0,1.3592,40.89,109.92699999999999,108.99096,110.68595655060676,82.43654822335023,1.0880671620625861,0.6466213495996724,-0.28316078223167285,0.9568185872607582,113.01,113.64,112.65,111.03,110.26,17.515165,0.22075055187638082,18.12,18.32,18.0233,6.205396475770925,6.278614408959529,0.9404155887507302,0.8259362139559223,0.07516285284783208,0.48281553554850737,113.75699999999999,1,119.74,119.55,118.77,0.03679988224036812,1.34859,-0.03679988224036812,1.3587,1.3468,1.336,-0.0977278279990168,40.4,1.2644181571519233,40.93,41.17,41.44,1,0,2010,4,2,1,0.8660254037844387,-0.4999999999999998
2010-04-14,113.23,113.66,112.78,113.03,10573838.0,18.4,99485.0,121.19,161608989.0,1.3666,41.76,110.099,109.07755999999999,110.90919878388232,82.18331616889802,1.1343622225868444,0.7441695241971068,0.3017126630579403,0.9367340159137326,112.69,113.01,113.64,112.49,110.89,17.564665,1.3215859030836885,18.16,18.12,18.32,6.142934782608696,6.271028235970491,0.932667711857414,0.8217180872952339,1.1349411666527587,0.5227886600318641,113.9842,1,119.83,119.74,119.55,0.5444379046497971,1.348225,-0.5444379046497971,1.3592,1.3587,1.3468,2.127659574468077,40.4765,1.3245446306056508,40.89,40.93,41.17,0,0,2010,4,2,2,0.8660254037844387,-0.4999999999999998
2010-04-15,112.9,113.71,112.85,113.65,10952007.0,18.39,78015.0,121.29,144514805.0,1.354,41.71,110.2645,109.26316000000001,111.17022747113162,79.69483568075115,1.2071647660450253,0.8367685725666905,0.5485269397505155,0.933208747772185,113.03,112.69,113.01,112.65,111.03,17.614665,-0.05434782608694233,18.4,18.16,18.12,6.179989124524198,6.262776398349662,0.9370104707725286,0.814748896542623,0.08251505899827816,0.5206188107264724,114.28120000000001,1,121.19,119.83,119.74,-0.9219961949363364,1.3479100000000002,0.9219961949363364,1.3666,1.3592,1.3587,-0.11973180076627621,40.565999999999995,1.3074561712426143,41.76,40.89,40.93,0,0,2010,4,2,3,0.8660254037844387,-0.4999999999999998
2010-04-16,112.5,113.07,110.54,111.24,24573703.0,17.72,274541.0,119.36,366379413.0,1.3487,40.6,110.4125,109.39435999999999,111.176872473881,61.55988857938714,1.0581962201385409,0.8810541020810606,-2.120545534535867,0.9633214501022204,113.65,113.03,112.69,113.64,112.49,17.652165,-3.6432843936922366,18.39,18.4,18.16,6.27765237020316,6.257625428173904,0.931970509383378,0.8559549055945513,-1.5912276362437194,0.6098561933398952,114.53519999999999,1,121.29,121.19,119.83,-0.391432791728219,1.347695,0.391432791728219,1.354,1.3666,1.3592,-2.661232318388873,40.636,1.389096890573175,41.71,41.76,40.89,0,0,2010,4,2,4,0.8660254037844387,-0.4999999999999998
2010-04-19,110.8801,111.36,110.67,111.15,7992945.0,17.71,90447.0,119.81,217625461.0,1.3458,40.11,110.58250000000001,109.53656,111.17431319065425,65.77380952380953,0.9222442685578045,0.8892921353764095,-0.08090614886729908,0.9535671288451286,111.24,113.65,113.03,113.01,112.65,17.692664999999998,-0.05643340857787171,17.72,18.39,18.4,6.276115189158667,6.252644205383317,0.9277188882397129,0.8579069973991795,0.37701072386058243,0.605572585234104,114.81360000000001,1,119.36,121.29,121.19,-0.2150218729146558,1.34733,0.2150218729146558,1.3487,1.354,1.3666,-1.206896551724146,40.6635,1.41113708417384,40.6,41.71,41.76,1,0,2010,4,2,0,0.8660254037844387,-0.4999999999999998
2010-04-20,111.73,112.21,111.33,111.46,7019709.0,17.7916,132635.0,120.88,157457380.0,1.3446,40.3,110.73950000000002,109.65755999999999,111.20152145821099,63.33687566418699,0.8299486453129816,0.877423437363724,0.2789023841655247,0.9501041029132633,111.15,111.24,113.65,112.69,113.64,17.731244999999998,0.4607566346696679,17.71,17.72,18.39,6.264754153645541,6.24766804702564,0.922071475843812,0.8588070196850731,0.8930807111259487,0.6162870009150508,115.0868,1,119.81,119.36,121.29,-0.0891662951404415,1.346885,0.0891662951404415,1.3458,1.3487,1.354,0.4736973323360649,40.69349999999999,1.4126212188256984,40.11,40.6,41.71,0,0,2010,4,2,1,0.8660254037844387,-0.4999999999999998
2010-04-21,111.82,112.64,111.48,112.31,6842860.0,18.05,239527.0,120.66,192782906.0,1.3383,40.27,111.04,109.80136,111.30709084314329,61.452513966480424,0.8159854231660404,0.8651358345241873,0.7626054189844078,0.8314865838884967,111.46,111.15,111.24,113.03,113.01,17.805245,1.452370781717227,17.7916,17.71,17.72,6.222160664819945,6.238015669886432,0.930797281617769,0.8534498905778526,-0.18199867637326284,0.6034837052667353,115.35979999999999,1,120.88,119.81,119.36,-0.46854082998660784,1.3470650000000002,0.46854082998660784,1.3446,1.3458,1.3487,-0.07444168734489498,40.760000000000005,1.3332811984950832,40.3,40.11,40.6,-1,0,2010,4,2,2,0.8660254037844387,-0.4999999999999998
2010-04-22,111.79,112.01,110.76,111.84,9595888.0,17.97,121961.0,121.02,239108192.0,1.3298,40.3,111.29299999999998,109.89556,111.35784409617726,58.386411889596594,0.758253720080333,0.8437594116354165,-0.4184845516872926,0.8446206720166601,112.31,111.46,111.15,113.65,112.69,17.873245,-0.4432132963989033,18.05,17.7916,17.71,6.2237061769616036,6.227768106970515,0.9241447694595936,0.8598402291680572,0.2983590253605062,0.5991919780003746,115.61759999999998,1,120.66,120.88,119.81,-0.6351341253829412,1.346835,0.6351341253829412,1.3383,1.3446,1.3458,0.07449714427611998,40.83,1.331916233681429,40.27,40.3,40.11,1,0,2010,4,2,3,0.8660254037844387,-0.4999999999999998
2010-04-23,111.26,113.3,111.09,113.19,12505783.0,18.22,101504.0,121.81,177262089.0,1.336,40.95,111.523,110.01856,111.53233513463657,61.3412228796844,0.8120735684310887,0.8374222429945509,1.2070815450643702,0.8064108410547335,111.84,112.31,111.46,111.24,113.03,17.938245000000002,1.3912075681691727,17.97,18.05,17.7916,6.212403951701427,6.217495869567407,0.9292340530334127,0.8626862913239546,0.6527846636919632,0.6049742968715894,115.89299999999999,1,121.02,120.66,120.88,0.4662355241389582,1.346645,-0.4662355241389582,1.3298,1.3383,1.3446,1.6129032258064724,40.936,1.3659358428516306,40.3,40.27,40.3,0,0,2010,4,2,4,0.8660254037844387,-0.4999999999999998
2010-04-26,112.88,113.2,112.63,112.75,8335304.0,18.26,91246.0,121.35,143347665.0,1.3336,40.35,111.723,110.13276,111.64830321705213,58.2375478927203,0.8098860015442853,0.8319149947044979,-0.38872691933916625,0.8174627628002114,113.19,111.84,112.31,111.15,113.65,17.983745,0.2195389681668658,18.22,17.97,18.05,6.174698795180722,6.212830232957567,0.9291306139266585,0.8628366073946245,-0.3776373039980352,0.6108938294128451,116.1592,1,121.81,121.02,120.66,-0.1796407185628901,1.3459999999999999,0.1796407185628901,1.336,1.3298,1.3383,-1.465201465201471,40.955499999999994,1.268585373336009,40.95,40.3,40.27,0,0,2010,4,2,0,0.8660254037844387,-0.4999999999999998
2010-04-27,112.43,114.82,112.34,114.63,25029675.0,18.18,184828.0,118.48,355560974.0,1.323,39.37,112.056,110.23296,111.93227433923764,59.852670349907925,0.9489141357321955,0.8553148229100375,1.667405764966734,0.8522666783296091,112.75,113.19,111.84,111.46,111.24,18.029245,-0.4381161007667167,18.26,18.22,17.97,6.305280528052805,6.215500165555922,0.9675050641458474,0.7902801030656516,-2.3650597445405763,0.8339694720408592,116.334,1,121.35,121.81,121.02,-0.7948410317936361,1.345105,0.7948410317936361,1.3336,1.336,1.3298,-2.4287484510532975,40.9265,1.385192001886762,40.35,40.95,40.3,-1,0,2010,4,2,1,0.8660254037844387,-0.4999999999999998
2010-04-28,114.63,114.99,113.63,114.31,26887493.0,18.07,274276.0,119.38,300539227.0,1.313,39.97,112.324,110.33416000000001,112.1587244021674,57.531760435571684,1.0214984102585305,0.8885515403797362,-0.27915903341183546,0.8492759314111216,114.63,112.75,113.19,112.31,111.15,18.060245,-0.6050605060506031,18.18,18.26,18.22,6.32595462091865,6.219620246172056,0.9575305746356174,0.8062347487784528,0.7596218771100505,0.843142254374949,116.51639999999999,1,118.48,121.35,121.81,-0.7558578987150399,1.3431250000000001,0.7558578987150399,1.323,1.3336,1.336,1.5240030480061062,40.9105,1.4164098737697437,39.37,40.35,40.95,1,0,2010,4,2,2,0.8660254037844387,-0.4999999999999998
2010-04-29,113.85,114.52,113.84,114.28,10372696.0,18.46,188303.0,120.86,193598705.0,1.3243,41.04,112.525,110.42016,112.36075064958001,53.18091451292248,1.0643322616936075,0.9237076846425104,-0.026244423060095556,0.8202308198139151,114.31,114.63,112.75,111.84,111.46,18.091245,2.158273381294973,18.07,18.18,18.26,6.1906825568797395,6.220129710338912,0.9455568426278339,0.7803544482102986,1.2397386496900697,0.8719323439641335,116.71539999999999,1,119.38,118.48,121.35,0.8606245239908716,1.3414949999999999,-0.8606245239908716,1.313,1.323,1.3336,2.6770077558168737,40.9005,1.4462117832527244,39.97,39.37,40.35,1,0,2010,4,2,3,0.8660254037844387,-0.4999999999999998
2010-04-30,115.26,115.7,115.21,115.36,13402990.0,18.61,109645.0,118.81,269859816.0,1.3302,41.33,112.78,110.53796,112.6463934448581,61.17982873453852,1.171916250576416,0.9733493978292915,0.9450472523626186,0.8362344365447009,114.28,114.31,114.63,113.19,112.31,18.129745000000003,0.8125677139761533,18.46,18.07,18.18,6.198817839871038,6.221045938655335,0.9709620402323037,0.7473240510383433,-1.6961773953334425,0.9631585351735972,116.86880000000001,1,120.86,119.38,118.48,0.44551838707240776,1.34057,-0.44551838707240776,1.3243,1.313,1.323,0.7066276803118887,40.905,1.4551852182337564,41.04,39.97,39.37,-1,0,2010,4,2,4,0.8660254037844387,-0.4999999999999998
2010-05-01,115.26,115.7,115.21,115.36,13402990.0,18.61,109645.0,118.81,269859816.0,1.3302,41.33,113.0035,110.66376,112.90483216439543,63.10107948969581,1.242850529609072,1.0272496241852478,0.0,0.8337022528683127,115.36,114.28,114.31,112.75,111.84,18.156245,0.0,18.61,18.46,18.07,6.198817839871038,6.224322007640036,0.9709620402323037,0.7449404972050973,0.0,0.9460527044789898,117.02179999999998,1,118.81,120.86,119.38,0.0,1.33965,-0.0,1.3302,1.3243,1.313,0.0,40.868,1.377735335433273,41.33,41.04,39.97,0,0,2010,5,2,5,0.49999999999999994,-0.8660254037844387
2010-05-03,115.91,116.28,115.53,115.73,13567838.0,18.76,126221.0,120.35,182672396.0,1.3183,41.46,113.2385,110.82056,113.17389576778635,63.20939334637968,1.3137779501662123,1.0845552893814407,0.3207350901525796,0.833917500051536,115.36,115.36,114.28,114.63,113.19,18.197245,0.806018269747466,18.61,18.61,18.46,6.168976545842217,6.22332267439703,0.9616119651017865,0.74372350939603,1.2961871896304933,0.9883544502866656,117.2326,1,118.81,118.81,120.86,-0.8946023154412841,1.3386749999999998,0.8946023154412841,1.3302,1.3302,1.3243,0.3145414952818948,40.839999999999996,1.3804922785093927,41.33,41.33,41.04,0,0,2010,5,2,0,0.49999999999999994,-0.8660254037844387
2010-05-04,116.39,116.43,114.17,114.87,21511407.0,17.92,557691.0,117.52,360072452.0,1.3037,39.7,113.35749999999999,110.97075999999998,113.33542950418764,55.83173996175909,1.2857720494612153,1.1247986413973958,-0.7431089605115404,0.817313600924505,115.73,115.36,115.36,114.31,112.75,18.187244999999997,-4.477611940298509,18.76,18.61,18.61,6.41015625,6.233427617139856,0.9774506466984344,0.6779664775405181,-2.3514748649771433,1.1195915858790195,117.3666,1,120.35,118.81,118.81,-1.107486914966238,1.33704,1.107486914966238,1.3183,1.3302,1.3302,-4.245055475156779,40.749,1.6542274445525202,41.46,41.33,41.33,0,0,2010,5,2,1,0.49999999999999994,-0.8660254037844387
2010-05-05,113.58,115.24,113.312,115.09,21600198.0,17.42,307158.0,116.82,328745969.0,1.289,38.31,113.4795,111.10636000000001,113.50253145616978,73.27690447400256,1.2667272890859493,1.1531843709351066,0.19152084965612381,0.8174967970029864,114.87,115.73,115.36,114.28,114.63,18.15708,-2.79017857142857,17.92,18.76,18.61,6.606773823191733,6.251254171232423,0.9851908919705531,0.6424055116334771,-0.5956432947583412,1.122751942257145,117.48960000000001,0,117.52,120.35,118.81,-1.1275600214773474,1.33469,1.1275600214773474,1.3037,1.3183,1.3302,-3.5012594458438295,40.5925,1.8103881734959832,39.7,41.46,41.33,-1,0,2010,5,2,2,0.49999999999999994,-0.8660254037844387
2010-05-06,115.62,118.62,115.57,118.486,50461171.0,17.65,166271.0,112.94,647356600.0,1.2689,36.9599,113.72179999999999,111.28748,113.97714750796314,81.68624740843129,1.508276524813752,1.2242028017108357,2.95073420801113,1.0249562000807666,115.09,114.87,115.73,115.36,114.31,18.123579999999997,1.320321469575192,17.42,17.92,18.76,6.713087818696884,6.27675572373932,1.0491057198512486,0.5910162558146573,-3.3213490840609428,1.3208724007806298,117.53359999999999,0,116.82,117.52,120.35,-1.5593483320403445,1.330795,1.5593483320403445,1.289,1.3037,1.3183,-3.5241451318193784,40.381995,1.9425132462735264,38.31,39.7,41.46,-1,0,2010,5,2,3,0.49999999999999994,-0.8660254037844387
2010-05-07,117.64,118.88,116.74,118.27,34271876.0,18.37,294661.0,111.26,636806832.0,1.2721,36.31,113.98479999999999,111.46428,114.38599060244285,79.65511234976486,1.663105395827671,1.3119833205342029,-0.18230001856760492,1.013589395502975,118.486,115.09,114.87,115.36,114.28,18.13608,4.079320113314466,17.65,17.42,17.92,6.438214480130648,6.2868286994014815,1.063005572532806,0.5209471756906207,-1.4875154949530622,1.3434778025769407,117.521,0,112.94,116.82,117.52,0.25218693356450217,1.326465,-0.25218693356450217,1.2689,1.289,1.3037,-1.758392203442094,40.150995,1.9622058338637904,36.9599,38.31,39.7,0,0,2010,5,2,4,0.49999999999999994,-0.8660254037844387
2010-05-10,117.5,117.9,116.8101,117.57,28412585.0,18.45,256765.0,116.16,395942202.0,1.2861,37.23,114.2288,111.59528,114.68922959268637,73.20861277797385,1.7096168429659002,1.3915100250205423,-0.5918660691637823,1.024152145180389,118.27,118.486,115.09,115.73,115.36,18.150579999999998,0.4354926510615087,18.37,17.65,17.42,6.3723577235772355,6.295176761791797,1.0121384297520661,0.505388050343325,4.404098507999277,1.7144297306385892,117.6002,0,111.26,112.94,116.82,1.100542410187888,1.32281,-1.100542410187888,1.2721,1.2689,1.289,2.53373726246211,39.967994999999995,2.0807884400730936,36.31,36.9599,38.31,1,1,2010,5,2,0,0.49999999999999994,-0.8660254037844387
2010-05-11,119.46,120.87,118.97,120.656,36666611.0,19.3,285286.0,115.83,314227758.0,1.2715,36.76,114.61009999999999,111.7758,115.25749344100196,81.60309721823916,1.9727512606044826,1.5077582721373304,2.624819256613087,1.15732814028587,117.57,118.27,118.486,114.87,115.36,18.19558,4.607046070460719,18.45,18.37,17.65,6.2516062176165805,6.300610333542192,1.041664508331175,0.5921519471379013,-0.28409090909090606,1.6879838533321483,117.6708,0,116.16,111.26,112.94,-1.135214991058231,1.318055,1.135214991058231,1.2861,1.2721,1.2689,-1.2624227773301078,39.717994999999995,1.9963808544026491,37.23,36.31,36.9599,-1,1,2010,5,2,1,0.49999999999999994,-0.8660254037844387
2010-05-12,121.28,122.235,120.7685,121.4,32634048.0,19.5,265571.0,117.45,235346103.0,1.2642,36.77,114.9976,111.98719999999999,115.84249406566843,80.76750112426922,2.2157796361264133,1.6493625449351472,0.6166290942845709,1.1580946387614475,120.656,117.57,118.27,115.09,115.73,18.251079999999998,1.0362694300518172,19.3,18.45,18.37,6.225641025641026,6.302892928598033,1.0336313324819073,0.5811113778603083,1.3986013986013957,1.7253275682240194,117.767,0,115.83,116.16,111.26,-0.5741250491545502,1.313565,0.5741250491545502,1.2715,1.2861,1.2721,0.027203482045723426,39.470995,1.9985744572105744,36.76,37.23,36.31,0,1,2010,5,2,2,0.49999999999999994,-0.8660254037844387
